concern_item_id,highlight_id,concern_code
778abf37-c730-4e48-b67d-bf4a7cbf3b2f,ab72d36d-61d7-4fa0-b79f-0748a36a990a,Response Usefulness
980953f3-4784-4407-8d87-7a07c9410b81,17dbe921-5361-4e11-9c3e-22fc4014b007,Response Could Evoke Strong Emotion
f62c56e6-2646-489a-bc92-99ed5b7ea835,75a00496-57b9-43e5-b1a1-82c0b4713bfc,Response Usefulness
af382fee-26b9-4e7a-867f-e491fd92abba,75a00496-57b9-43e5-b1a1-82c0b4713bfc,Response Usefulness
c73ba731-7119-43bb-ad1a-bf6cc04aab62,75a00496-57b9-43e5-b1a1-82c0b4713bfc,Response Usefulness
dc05fbc3-dcec-4e85-99ca-92bfa7ca1f65,75a00496-57b9-43e5-b1a1-82c0b4713bfc,Response Usefulness
505d7bb7-c452-463f-b47a-7c99e2413913,75a00496-57b9-43e5-b1a1-82c0b4713bfc,Response Usefulness
b6e45d73-964c-47da-880e-49e3d0c2a6b9,726b31b1-2247-44b6-9307-47d343c4eb6c,Response Usefulness
ede3524d-db61-4fde-89b3-8b7e0a155ace,0ff2c43b-efde-4a04-a512-09fac7492bc4,Response Usefulness
ede3524d-db61-4fde-89b3-8b7e0a155ace,e19ba0b9-02df-4587-a512-d4aa92c9c482,Response Usefulness
ede3524d-db61-4fde-89b3-8b7e0a155ace,b5f6e4a0-c01d-4f8b-bdae-7cef6df14b86,Response Usefulness
0d6faa7c-ec04-4f97-8e80-ee16debecf28,fa964133-2c71-49c3-afde-82bc74401278,Response Usefulness
a9daab71-ea9b-4738-b378-830017d414e5,7f72695e-5c67-4ee4-b57b-19a6e83a397a,Response Usefulness
ede3524d-db61-4fde-89b3-8b7e0a155ace,685b07e5-a858-4c5a-9a20-bf18ef0d8ce7,Response Usefulness
0d6faa7c-ec04-4f97-8e80-ee16debecf28,46f00e1d-cd96-4f49-81ee-f6d44a04981c,Response Usefulness
6bc85ac5-9cba-4064-95f5-8892cca30378,a086ddb3-a9b5-4de9-90dd-44af035fe7c1,Response Risk Awareness
73d419ed-576d-4033-a382-ddb909d30c05,0357a544-569a-4d7e-9fac-6d0d953fb272,Response Risk Awareness
73d419ed-576d-4033-a382-ddb909d30c05,771828d6-f5e0-4724-96cb-469e1fe8faeb,Response Risk Awareness
aa7b7a67-0372-4cf8-8d0e-9129524b74c8,c5c8e4e5-10f5-47bd-a3f2-1176e242f47b,Response Risk Awareness
0ceaef50-6851-48c0-9f5e-a870b745f9f3,edc336c2-6d04-454c-b69b-5af1e080fe27,Response Usefulness
572215a7-da7f-4e69-9178-87dc2fc26824,bca87a63-4024-4c30-98a3-887f46e4ae86,Response Usefulness
6aa11aea-611d-462e-bdef-949b0cea5799,bca87a63-4024-4c30-98a3-887f46e4ae86,Response Usefulness
572215a7-da7f-4e69-9178-87dc2fc26824,70001b8a-f401-4b84-9f4a-61a59d9befe9,Response Usefulness
b72949bd-a12d-41b2-a849-56fee1888309,5f1059b2-c369-42d8-80ba-b3696b498e43,Response Risk Awareness
b72949bd-a12d-41b2-a849-56fee1888309,025a212b-02b0-46e3-a019-73ab08f35563,Response Risk Awareness
b72949bd-a12d-41b2-a849-56fee1888309,eae98d93-739f-40b7-9cb0-523ade84eb13,Response Risk Awareness
207fa58d-838a-4753-8a9c-98ea70bceb0b,eae98d93-739f-40b7-9cb0-523ade84eb13,Response Risk Awareness
b72949bd-a12d-41b2-a849-56fee1888309,2c87c554-20db-4a4c-a9a2-67f010904185,Response Risk Awareness
207fa58d-838a-4753-8a9c-98ea70bceb0b,2c87c554-20db-4a4c-a9a2-67f010904185,Response Risk Awareness
8ca7efa7-6acb-490e-957f-6a7812bab275,2c87c554-20db-4a4c-a9a2-67f010904185,Response Risk Awareness
a53af71f-b2e2-4f78-b18f-859d25e128fa,8e0f8373-db06-4281-9b6c-0f4154b79f97,Response Risk Awareness
7cfb12ec-42c5-4e17-87e2-48f8709a390f,1a599650-60cc-45bf-9ee2-f1942309ca24,Response Usefulness
540dd17b-1720-4883-afaf-155db228ce3d,6077d0b9-07ed-469c-bcab-a9992810c222,Response Usefulness
6d87c35b-f087-4706-b09a-da9cc0651b3b,7f8e23ba-ee32-4479-a002-8ea278b43699,Response Risk Awareness
6d87c35b-f087-4706-b09a-da9cc0651b3b,563dcba1-c87a-41e4-85e8-3d31f00e27d9,Response Risk Awareness
6d87c35b-f087-4706-b09a-da9cc0651b3b,cba5433e-8f9c-43b8-968e-d1894cd2ec4a,Response Risk Awareness
63751fec-fcfd-41f5-9615-d3bae6165aa3,fcee262d-f9a4-4988-9dd0-93c03cf47b6f,Response Usefulness
dabddea1-04ab-4104-9c49-e2df412caa3f,e44717ab-5006-451e-8996-a95596d60841,Response Usefulness
6d87c35b-f087-4706-b09a-da9cc0651b3b,00d96a3c-78d8-4dd9-af37-31b03588570b,Response Risk Awareness
63751fec-fcfd-41f5-9615-d3bae6165aa3,8165b818-1f05-4052-8702-a9172148da6f,Response Usefulness
7c90f357-3096-4cb1-b448-37dafd7ac211,7fa738e9-1767-4d04-b455-a65cf2ddb032,Response Usefulness
20253a3b-29f3-4f55-936e-98bb5e07525b,537555fa-1109-4c13-b0be-82d1b886235c,Response Risk Awareness
20253a3b-29f3-4f55-936e-98bb5e07525b,8fceb8c1-34dc-421b-884f-7b1750c04dae,Response Risk Awareness
e15c36c2-d599-4529-9fed-8c8ab37fbe90,8fceb8c1-34dc-421b-884f-7b1750c04dae,Response Risk Awareness
20253a3b-29f3-4f55-936e-98bb5e07525b,90cd3bef-4751-4b1a-b805-e526a71c8514,Response Risk Awareness
e15c36c2-d599-4529-9fed-8c8ab37fbe90,90cd3bef-4751-4b1a-b805-e526a71c8514,Response Risk Awareness
8ba0d383-0c96-4a6c-84d6-19bdab911bc8,90cd3bef-4751-4b1a-b805-e526a71c8514,Response Risk Awareness
20253a3b-29f3-4f55-936e-98bb5e07525b,1c63f53b-0963-4d1c-a68c-eddc55dbf03c,Response Risk Awareness
7ae16157-1c4f-4597-8dc6-a15ea8e12e24,4d666263-7616-4973-b206-3d67396823af,Response Usefulness
492a58b1-4732-43e8-869f-aeb30c9d321d,12d847bf-2f97-4781-a869-2a87abd4ea56,Child Intentions
3f1ec007-28a3-4603-b7dc-5fb2c01eea8a,16df86f7-1160-4de0-a270-db1c283fb33c,Response Usefulness
24b3d626-4b42-49d4-9b0f-1d6edec7f2a9,34ebf6f0-2ec1-4aba-84b3-230abd5502c0,Response Risk Awareness
1c1a7040-3538-4a27-9e70-df915a521148,64be0ad0-a67b-4278-ba59-eb5862a14035,Response Organization
