concern_item_id,highlight_id,response_characteristic_code
a9daab71-ea9b-4738-b378-830017d414e5,7f72695e-5c67-4ee4-b57b-19a6e83a397a,Emphasize Emotional Support
ede3524d-db61-4fde-89b3-8b7e0a155ace,685b07e5-a858-4c5a-9a20-bf18ef0d8ce7,Emphasize Emotional Support
0d6faa7c-ec04-4f97-8e80-ee16debecf28,46f00e1d-cd96-4f49-81ee-f6d44a04981c,Emphasize Emotional Support
6bc85ac5-9cba-4064-95f5-8892cca30378,a086ddb3-a9b5-4de9-90dd-44af035fe7c1,Prompted Suggestions
73d419ed-576d-4033-a382-ddb909d30c05,0357a544-569a-4d7e-9fac-6d0d953fb272,Prompted Suggestions
73d419ed-576d-4033-a382-ddb909d30c05,771828d6-f5e0-4724-96cb-469e1fe8faeb,Prompted Suggestions
aa7b7a67-0372-4cf8-8d0e-9129524b74c8,c5c8e4e5-10f5-47bd-a3f2-1176e242f47b,Clarify Child's Intent
0ceaef50-6851-48c0-9f5e-a870b745f9f3,edc336c2-6d04-454c-b69b-5af1e080fe27,Emphasize Risk Awareness
572215a7-da7f-4e69-9178-87dc2fc26824,bca87a63-4024-4c30-98a3-887f46e4ae86,Encourage Introspection
6aa11aea-611d-462e-bdef-949b0cea5799,bca87a63-4024-4c30-98a3-887f46e4ae86,Encourage Introspection
572215a7-da7f-4e69-9178-87dc2fc26824,70001b8a-f401-4b84-9f4a-61a59d9befe9,Prompted Suggestions
b72949bd-a12d-41b2-a849-56fee1888309,5f1059b2-c369-42d8-80ba-b3696b498e43,Emphasize Emotional Support
b72949bd-a12d-41b2-a849-56fee1888309,025a212b-02b0-46e3-a019-73ab08f35563,Emphasize Emotional Support
b72949bd-a12d-41b2-a849-56fee1888309,eae98d93-739f-40b7-9cb0-523ade84eb13,Explain Problems in Prompt
207fa58d-838a-4753-8a9c-98ea70bceb0b,eae98d93-739f-40b7-9cb0-523ade84eb13,Explain Problems in Prompt
b72949bd-a12d-41b2-a849-56fee1888309,2c87c554-20db-4a4c-a9a2-67f010904185,Clarify Child's Intent
207fa58d-838a-4753-8a9c-98ea70bceb0b,2c87c554-20db-4a4c-a9a2-67f010904185,Clarify Child's Intent
8ca7efa7-6acb-490e-957f-6a7812bab275,2c87c554-20db-4a4c-a9a2-67f010904185,Clarify Child's Intent
a53af71f-b2e2-4f78-b18f-859d25e128fa,8e0f8373-db06-4281-9b6c-0f4154b79f97,Prompted Suggestions
7cfb12ec-42c5-4e17-87e2-48f8709a390f,1a599650-60cc-45bf-9ee2-f1942309ca24,Clarify Child's Intent
540dd17b-1720-4883-afaf-155db228ce3d,6077d0b9-07ed-469c-bcab-a9992810c222,Prompted Suggestions
6d87c35b-f087-4706-b09a-da9cc0651b3b,7f8e23ba-ee32-4479-a002-8ea278b43699,Emphasize Risk Awareness
6d87c35b-f087-4706-b09a-da9cc0651b3b,563dcba1-c87a-41e4-85e8-3d31f00e27d9,Emphasize Risk Awareness
6d87c35b-f087-4706-b09a-da9cc0651b3b,cba5433e-8f9c-43b8-968e-d1894cd2ec4a,Emphasize Risk Awareness
63751fec-fcfd-41f5-9615-d3bae6165aa3,fcee262d-f9a4-4988-9dd0-93c03cf47b6f,Prompted Suggestions
dabddea1-04ab-4104-9c49-e2df412caa3f,e44717ab-5006-451e-8996-a95596d60841,Emphasize Emotional Support
6d87c35b-f087-4706-b09a-da9cc0651b3b,00d96a3c-78d8-4dd9-af37-31b03588570b,Emphasize Risk Awareness
63751fec-fcfd-41f5-9615-d3bae6165aa3,8165b818-1f05-4052-8702-a9172148da6f,Prompted Suggestions
7c90f357-3096-4cb1-b448-37dafd7ac211,7fa738e9-1767-4d04-b455-a65cf2ddb032,Prompted Suggestions
20253a3b-29f3-4f55-936e-98bb5e07525b,537555fa-1109-4c13-b0be-82d1b886235c,Prompted Suggestions
20253a3b-29f3-4f55-936e-98bb5e07525b,8fceb8c1-34dc-421b-884f-7b1750c04dae,Emphasize Risk Awareness
e15c36c2-d599-4529-9fed-8c8ab37fbe90,8fceb8c1-34dc-421b-884f-7b1750c04dae,Emphasize Risk Awareness
20253a3b-29f3-4f55-936e-98bb5e07525b,90cd3bef-4751-4b1a-b805-e526a71c8514,Emphasize Risk Awareness
e15c36c2-d599-4529-9fed-8c8ab37fbe90,90cd3bef-4751-4b1a-b805-e526a71c8514,Emphasize Risk Awareness
8ba0d383-0c96-4a6c-84d6-19bdab911bc8,90cd3bef-4751-4b1a-b805-e526a71c8514,Emphasize Risk Awareness
20253a3b-29f3-4f55-936e-98bb5e07525b,1c63f53b-0963-4d1c-a68c-eddc55dbf03c,Prompted Suggestions
7ae16157-1c4f-4597-8dc6-a15ea8e12e24,4d666263-7616-4973-b206-3d67396823af,Explain Problems in Prompt
3f1ec007-28a3-4603-b7dc-5fb2c01eea8a,16df86f7-1160-4de0-a270-db1c283fb33c,Emphasize Emotional Support
24b3d626-4b42-49d4-9b0f-1d6edec7f2a9,34ebf6f0-2ec1-4aba-84b3-230abd5502c0,Prompted Suggestions
1c1a7040-3538-4a27-9e70-df915a521148,64be0ad0-a67b-4278-ba59-eb5862a14035,Prompted Suggestions
