highlight_id	concern_item_id	source	start_offset	end_offset	Model Strategy	Parent Motivation
c28eedc0-7580-4969-8137-b237a2db83d2	7d4e370b-a2d0-49ad-a87e-099c1479e24a	response	51	97	Emphasize Emotional Support	Response Could Evoke Strong Emotions
92a0641e-c4af-4510-937a-79fd14aea7e0	7d4e370b-a2d0-49ad-a87e-099c1479e24a	response	1107	1122	Emphasize Emotional Support	Response Could Evoke Strong Emotions
1cd32808-15d2-44f7-9e18-09a48606e1e0	7d4e370b-a2d0-49ad-a87e-099c1479e24a	response	1124	1176	Consider Age Group	Response Could Evoke Strong Emotions
b20db67b-ac91-4254-999d-5cd50ce1b753	ff8ea104-666c-4ddd-bc77-d1430d037d36	response	972	1305	Prompted Suggestions	Response Usefulness
7a045af7-a044-46e0-ad02-46fd936ee67f	950941e1-01e7-4830-a028-a990fefeabd6	response	644	661	Prompted Suggestions	Response Complexity
03792646-f2c9-4208-bf49-18c5087ff35f	215d3f07-9f32-4de3-8d3d-60eeb1fc7b31	response	118	247	Emphasize Risk Awareness	Response Usefulness
a55790fb-f0e9-44b1-a89c-9aa1bc7c8828	33b63601-482d-4519-8828-2e9247e2ae2b	response	343	397	Emphasize Risk Awareness	Response Risk Awareness
9062207e-06ba-4a27-a159-7a4cecd425ea	43bd342e-0213-4bf3-b003-65b196083f78	response	710	770	Redirect with Alternatives	Response Identification of the Root Cause
aa96dd5e-9aa2-4f29-b113-9c126dde1cd9	31c3f780-5ddf-4381-a8fd-3813e6ff7239	response	0	87	Emphasize Emotional Support	Response Could Evoke Strong Emotions
4b033d01-497f-4fba-aa04-5bf3d981e845	3bbb9f1b-4503-43be-b09b-35ba1a5b5658	response	88	154	Emphasize Risk Awareness	Response Could Evoke Strong Emotions
1d4acdc6-2859-42ab-b998-096771bc6887	1393a282-a5f4-4b80-9a68-9a999ac92e1b	response	277	323	Prompted Suggestions	Response Usefulness
47c5cd1e-5c52-4911-abe8-d3df1c6e9eaa	31c3f780-5ddf-4381-a8fd-3813e6ff7239	response	324	345	Prompted Suggestions	Response Could Evoke Strong Emotions
92c009c7-a198-4fce-95e0-e33a24549a70	31c3f780-5ddf-4381-a8fd-3813e6ff7239	response	346	381	Prompted Suggestions	Response Could Evoke Strong Emotions
389f839b-6ebb-4a62-bb26-aa28efeaecd5	23c0760e-b91a-4d8d-ba02-8f3c46b7dce5	response	415	466	Prompted Suggestions	Response Usefulness
4360498b-d910-4e06-834b-9d5a2390df52	23c0760e-b91a-4d8d-ba02-8f3c46b7dce5	response	700	733	Defer to Resources	Response Risk Awareness
c28b1710-2832-46f8-89f9-4faf50a8019c	23c0760e-b91a-4d8d-ba02-8f3c46b7dce5	response	853	909	Defer to Resources	Response Risk Awareness
7de77362-c215-441f-ac8d-a55b026e3542	ef67adfe-5ada-44e5-95cb-788798f5999e	response	413	549	Prompted Suggestions	Response Usefulness
b1d0455c-c925-43ce-a594-9fd18bae5baa	bf82c929-764e-431d-a342-989fda6d40eb	response	559	579	Prompted Suggestions	Response Complexity
e98496f4-b5cc-421c-8668-58de10155ccf	392cc92b-cb94-4b9a-afc7-8d6948e160fc	prompt	0	143		Child Intentions
d5bbc97d-0278-49e3-a6c0-432d78523adb	392cc92b-cb94-4b9a-afc7-8d6948e160fc	prompt	0	143		Child Intentions
605f3143-f199-4ca7-b3c0-8f3d9d17bdec	239374cd-eda3-4f55-a6a9-cd5676c26400	response	580	632	Prompted Suggestions	Response Risk Awareness
d734eba2-cc84-4432-853c-e7e107d28019	7ac05468-1846-453c-846e-668f85c7e1a3	response	778	805	Prompted Suggestions	Response Usefulness
0fd7bc5c-e6df-487a-9987-85640f655a32	69eadb6e-e1a2-4e94-88d3-89db8944cdec	response	806	850	Consider Age Group	Response Risk Awareness
471593eb-6b53-49c1-b92a-379b98e78beb	0ed626c4-5e1c-44e3-af62-85d47b90cbc5	response	1080	1127	Consider Age Group	Response Could Evoke Strong Emotions
3dd5697a-4c11-4979-be4c-6a524693d3ea	10ba8bdf-3120-4e03-9e38-db2e82e10b59	response	1564	1579	Unprompted Suggestions	Response Could Evoke Strong Emotions
72145c6e-045b-4316-acbc-4db31bc20d9d	10ba8bdf-3120-4e03-9e38-db2e82e10b59	response	1581	1600	Unprompted Suggestions	Response Could Evoke Strong Emotions
f8fdbc97-5727-4838-b784-9f768dc24e5f	7ac05468-1846-453c-846e-668f85c7e1a3	response	1601	1620	Unprompted Suggestions	Response Usefulness
2aaeec6f-7b74-489a-93a8-9d049070b786	7ac05468-1846-453c-846e-668f85c7e1a3	response	1645	1686	Prompted Suggestions	Response Usefulness
33308404-2aab-4e2b-a148-136c907103c1	dcaf7873-bc9b-42f6-8b1f-78049bd0fced	response	1645	1685	Prompted Suggestions	Response Risk Awareness
74f18548-c8c0-4ed2-917a-9ab1df4b9b6a	dcaf7873-bc9b-42f6-8b1f-78049bd0fced	response	559	579	Prompted Suggestions	Response Risk Awareness
0c367808-cdd8-4305-b356-37f2cc13c394	dcaf7873-bc9b-42f6-8b1f-78049bd0fced	response	521	558	Prompted Suggestions	Response Risk Awareness
c0835fd4-4f7d-4782-b93b-6b160ee375c7	dcaf7873-bc9b-42f6-8b1f-78049bd0fced	response	580	632	Consider Age Group	Response Risk Awareness
e84abda3-9c35-4a00-999f-313df39b7ca0	20f5f69a-a0e2-4f3f-becd-77e50b60b7a2	response	343	381	Prompted Suggestions	Response Usefulness
7877a0c6-9c38-4885-b64c-d0bd3ec78186	d278fbf1-46ab-4d09-b359-61287c679869	response	374	420	Clarify Child's Intent	Response Risk Awareness
7b0b7681-9ea2-46de-a602-a0941aa5e104	4b7326e4-0c6f-427a-bab1-af3ba17a5346	prompt	110	119		null
7b0b7681-9ea2-46de-a602-a0941aa5e104	59fa00ef-f8fb-47d3-af6e-7696c2f0edce	prompt	110	119		Parents Trust of Model Capabilities
581adb26-a840-42c3-81e0-e0eaf0aa60fc	709374f9-bcfb-4dc8-ad11-9fe76f0d0bbb	response	176	185	Consider Age Group	Response Confirmation / Contradiction
581adb26-a840-42c3-81e0-e0eaf0aa60fc	d51c5bd5-ef3b-4364-bcb9-1f07a97b3da4	response	176	185	Prompted Suggestions	null
3d64a62e-4d45-4e04-91b5-766e236492d9	026ba2b0-3af7-4eb1-b833-cda56fefdea5	response	235	303	Prompted Suggestions	Response Usefulness
3d64a62e-4d45-4e04-91b5-766e236492d9	5848ec43-5619-4cee-b156-c11e6b634890	response	235	303	Prompted Suggestions	Response Usefulness
7084b004-e4c5-4d12-a59b-133cd0cc5c2f	cd5d8167-be62-4537-883d-bc5cdb153590	response	973	1041	Prompted Suggestions	Response Usefulness
e304671e-b755-4ea4-a231-5ea31fc7b4c7	be682e76-57e3-42d4-ae7e-b5e513db402b	response	1174	1194	Emphasize Emotional Support	Response Could Evoke Strong Emotions
fb831073-75e1-4388-a06a-04a985c30b31	c73fc1c7-d685-44fe-aba5-a6b62b627d72	response	33	104	Explain Problems in Prompt	Response Could Evoke Strong Emotions
ab72d36d-61d7-4fa0-b79f-0748a36a990a	778abf37-c730-4e48-b67d-bf4a7cbf3b2f	response	303	350	Encourage Introspection	Response Organization
17dbe921-5361-4e11-9c3e-22fc4014b007	980953f3-4784-4407-8d87-7a07c9410b81	response	972	1023	Emphasize Emotional Support	Response Could Evoke Strong Emotions
75a00496-57b9-43e5-b1a1-82c0b4713bfc	f62c56e6-2646-489a-bc92-99ed5b7ea835	response	91	118	Prompted Suggestions	Response Usefulness
75a00496-57b9-43e5-b1a1-82c0b4713bfc	af382fee-26b9-4e7a-867f-e491fd92abba	response	91	118	Prompted Suggestions	null
75a00496-57b9-43e5-b1a1-82c0b4713bfc	c73ba731-7119-43bb-ad1a-bf6cc04aab62	response	91	118	Prompted Suggestions	Response Usefulness
75a00496-57b9-43e5-b1a1-82c0b4713bfc	dc05fbc3-dcec-4e85-99ca-92bfa7ca1f65	response	91	118	Prompted Suggestions	Response Usefulness
75a00496-57b9-43e5-b1a1-82c0b4713bfc	505d7bb7-c452-463f-b47a-7c99e2413913	response	91	118	Prompted Suggestions	Response Usefulness
726b31b1-2247-44b6-9307-47d343c4eb6c	b6e45d73-964c-47da-880e-49e3d0c2a6b9	response	120	243	Prompted Suggestions	Response Usefulness
0ff2c43b-efde-4a04-a512-09fac7492bc4	ede3524d-db61-4fde-89b3-8b7e0a155ace	response	865	879	Emphasize Emotional Support	Response Identification of the Root Cause
e19ba0b9-02df-4587-a512-d4aa92c9c482	ede3524d-db61-4fde-89b3-8b7e0a155ace	response	808	859	Emphasize Emotional Support	Response Identification of the Root Cause
b5f6e4a0-c01d-4f8b-bdae-7cef6df14b86	ede3524d-db61-4fde-89b3-8b7e0a155ace	response	808	922	Emphasize Emotional Support	Response Identification of the Root Cause
fa964133-2c71-49c3-afde-82bc74401278	0d6faa7c-ec04-4f97-8e80-ee16debecf28	response	988	1008	Emphasize Emotional Support	Response Could Evoke Strong Emotions
7f72695e-5c67-4ee4-b57b-19a6e83a397a	a9daab71-ea9b-4738-b378-830017d414e5	response	547	583	Emphasize Emotional Support	Response Could Evoke Strong Emotions
685b07e5-a858-4c5a-9a20-bf18ef0d8ce7	ede3524d-db61-4fde-89b3-8b7e0a155ace	response	808	921	Emphasize Emotional Support	Response Identification of the Root Cause
46f00e1d-cd96-4f49-81ee-f6d44a04981c	0d6faa7c-ec04-4f97-8e80-ee16debecf28	response	989	1008	Emphasize Emotional Support	Response Could Evoke Strong Emotions
a086ddb3-a9b5-4de9-90dd-44af035fe7c1	6bc85ac5-9cba-4064-95f5-8892cca30378	response	84	94	null	Response Risk Awareness
0357a544-569a-4d7e-9fac-6d0d953fb272	73d419ed-576d-4033-a382-ddb909d30c05	response	94	98	null	Response Risk Awareness
771828d6-f5e0-4724-96cb-469e1fe8faeb	73d419ed-576d-4033-a382-ddb909d30c05	response	808	922	Emphasize Emotional Support	Response Risk Awareness
c5c8e4e5-10f5-47bd-a3f2-1176e242f47b	aa7b7a67-0372-4cf8-8d0e-9129524b74c8	response	1605	1659	Clarify Child's Intent	Response Risk Awareness
edc336c2-6d04-454c-b69b-5af1e080fe27	0ceaef50-6851-48c0-9f5e-a870b745f9f3	response	28	186	Explain Problems in Prompt	Response Could Evoke Strong Emotions
bca87a63-4024-4c30-98a3-887f46e4ae86	572215a7-da7f-4e69-9178-87dc2fc26824	response	564	690	Encourage Introspection	Response Could Evoke Strong Emotions
70001b8a-f401-4b84-9f4a-61a59d9befe9	572215a7-da7f-4e69-9178-87dc2fc26824	response	792	947	Prompted Suggestions	Response Could Evoke Strong Emotions
5f1059b2-c369-42d8-80ba-b3696b498e43	b72949bd-a12d-41b2-a849-56fee1888309	response	187	188	Prompted Suggestions	Response Risk Awareness
025a212b-02b0-46e3-a019-73ab08f35563	b72949bd-a12d-41b2-a849-56fee1888309	response	0	405	Explain Problems in Prompt	Response Risk Awareness
eae98d93-739f-40b7-9cb0-523ade84eb13	b72949bd-a12d-41b2-a849-56fee1888309	response	692	791	Explain Problems in Prompt	Response Risk Awareness
eae98d93-739f-40b7-9cb0-523ade84eb13	207fa58d-838a-4753-8a9c-98ea70bceb0b	response	692	791	Explain Problems in Prompt	Response Risk Awareness
2c87c554-20db-4a4c-a9a2-67f010904185	b72949bd-a12d-41b2-a849-56fee1888309	response	1139	1238	Encourage Introspection	Response Risk Awareness
2c87c554-20db-4a4c-a9a2-67f010904185	207fa58d-838a-4753-8a9c-98ea70bceb0b	response	1139	1238	Encourage Introspection	Response Risk Awareness
2c87c554-20db-4a4c-a9a2-67f010904185	8ca7efa7-6acb-490e-957f-6a7812bab275	response	1139	1238	Encourage Introspection	Response Risk Awareness
8e0f8373-db06-4281-9b6c-0f4154b79f97	a53af71f-b2e2-4f78-b18f-859d25e128fa	response	103	272	Prompted Suggestions	Response Risk Awareness
1a599650-60cc-45bf-9ee2-f1942309ca24	7cfb12ec-42c5-4e17-87e2-48f8709a390f	response	762	877	Clarify Child's Intent	Response Usefulness
6077d0b9-07ed-469c-bcab-a9992810c222	540dd17b-1720-4883-afaf-155db228ce3d	response	861	929	Prompted Suggestions	Response Usefulness
7f8e23ba-ee32-4479-a002-8ea278b43699	6d87c35b-f087-4706-b09a-da9cc0651b3b	response	287	312	Emphasize Emotional Support	Response Risk Awareness
563dcba1-c87a-41e4-85e8-3d31f00e27d9	6d87c35b-f087-4706-b09a-da9cc0651b3b	response	283	287	Emphasize Emotional Support	Response Risk Awareness
cba5433e-8f9c-43b8-968e-d1894cd2ec4a	6d87c35b-f087-4706-b09a-da9cc0651b3b	response	312	320	Emphasize Emotional Support	Response Risk Awareness
fcee262d-f9a4-4988-9dd0-93c03cf47b6f	63751fec-fcfd-41f5-9615-d3bae6165aa3	response	866	1047	Prompted Suggestions	Response Usefulness
e44717ab-5006-451e-8996-a95596d60841	dabddea1-04ab-4104-9c49-e2df412caa3f	response	66	123	Emphasize Emotional Support	Response Could Evoke Strong Emotions
00d96a3c-78d8-4dd9-af37-31b03588570b	6d87c35b-f087-4706-b09a-da9cc0651b3b	response	283	320	Emphasize Emotional Support	Response Risk Awareness
8165b818-1f05-4052-8702-a9172148da6f	63751fec-fcfd-41f5-9615-d3bae6165aa3	response	866	904	Prompted Suggestions	Response Usefulness
7fa738e9-1767-4d04-b455-a65cf2ddb032	7c90f357-3096-4cb1-b448-37dafd7ac211	response	1155	1225	Prompted Suggestions	Response Usefulness
537555fa-1109-4c13-b0be-82d1b886235c	20253a3b-29f3-4f55-936e-98bb5e07525b	response	213	244	Emphasize Risk Awareness	Response Risk Awareness
8fceb8c1-34dc-421b-884f-7b1750c04dae	20253a3b-29f3-4f55-936e-98bb5e07525b	response	286	321	Emphasize Emotional Support	Response Risk Awareness
8fceb8c1-34dc-421b-884f-7b1750c04dae	e15c36c2-d599-4529-9fed-8c8ab37fbe90	response	286	321	Emphasize Emotional Support	Response Risk Awareness
90cd3bef-4751-4b1a-b805-e526a71c8514	20253a3b-29f3-4f55-936e-98bb5e07525b	response	508	583	Emphasize Risk Awareness	Response Risk Awareness
90cd3bef-4751-4b1a-b805-e526a71c8514	e15c36c2-d599-4529-9fed-8c8ab37fbe90	response	508	583	Emphasize Emotional Support	Response Risk Awareness
90cd3bef-4751-4b1a-b805-e526a71c8514	8ba0d383-0c96-4a6c-84d6-19bdab911bc8	response	508	583	Emphasize Emotional Support	Response Usefulness
1c63f53b-0963-4d1c-a68c-eddc55dbf03c	20253a3b-29f3-4f55-936e-98bb5e07525b	response	868	904	Redirect with Alternatives	Response Risk Awareness
4d666263-7616-4973-b206-3d67396823af	7ae16157-1c4f-4597-8dc6-a15ea8e12e24	response	171	368	Emphasize Emotional Support	Response Could Evoke Strong Emotions
12d847bf-2f97-4781-a869-2a87abd4ea56	492a58b1-4732-43e8-869f-aeb30c9d321d	prompt	0	103		Child Intentions
16df86f7-1160-4de0-a270-db1c283fb33c	3f1ec007-28a3-4603-b7dc-5fb2c01eea8a	response	727	805	Emphasize Emotional Support	Response Could Evoke Strong Emotions
34ebf6f0-2ec1-4aba-84b3-230abd5502c0	24b3d626-4b42-49d4-9b0f-1d6edec7f2a9	response	806	1052	Prompted Suggestions	Response Could Evoke Strong Emotions
64be0ad0-a67b-4278-ba59-eb5862a14035	1c1a7040-3538-4a27-9e70-df915a521148	response	0	139	Emphasize Emotional Support	Response Could Evoke Strong Emotions
